vector_row,product_index,id,article,domain,price,description,characteristics_text
1830,1830,s2_843,,Мебель,31400,Стол перегов 2800х1200х750 венге ЛДСП бочка,Тип товара: Стол перегов; Габариты: 2800х1200х750; Цвет: венге; Материал: ЛДСП; Особенности: бочка
1831,1831,s2_844,,Мебель,320,Корзина для бумаг серый металл; сетка 10л,Тип товара: Корзина для бумаг; Цвет: серый; Материал: металл; сетка; Особенности: 10л
1832,1832,s2_845,,Мебель,4900,Стол барный 700х700х1100 венге ЛДСП; металл квадратный,Тип товара: Стол барный; Габариты: 700х700х1100; Цвет: венге; Материал: ЛДСП; металл; Особенности: квадратный
1833,1833,s2_846,,Мебель,3400,Подиум выставочный 500х500х500 белый ЛДСП квадратный,Тип товара: Подиум выставочный; Габариты: 500х500х500; Цвет: белый; Материал: ЛДСП; Особенности: квадратный
1834,1834,s2_847,,Мебель,2800,Сейф 200х300х200 мебельн кодовый,Тип товара: Сейф; Габариты: 200х300х200; Особенности: мебельн кодовый
1835,1835,s2_848,,Мебель,14800,Шкаф архивный 800х450х1950 серый со створк 2-секционный,Тип товара: Шкаф архивный; Габариты: 800х450х1950; Цвет: серый; Особенности: со створк 2-секционный
1836,1836,s2_849,,Мебель,28400,Стеллаж паллетн 2700х1100х4500 нагр 800кг/п оцинк,Тип товара: Стеллаж паллетн; Габариты: 2700х1100х4500; Особенности: нагр 800кг/п оцинк
1837,1837,s2_850,,Мебель,14700,Картотека чёрный металл 5 ящика А4 кодовая,Тип товара: Картотека; Цвет: чёрный; Материал: металл; Особенности: 5 ящика А4 кодовая
1838,1838,s2_851,,Мебель,39800,Кровать дверный 1800х2000 бежевый экокожа подъём мех,Тип товара: Кровать дверный; Габариты: 1800х2000; Цвет: бежевый; Материал: экокожа; Особенности: подъём мех
1839,1839,s2_852,,Мебель,2700,Тумба под 450х400х500 серый ЛДСП принтер компактный,Тип товара: Тумба под; Габариты: 450х400х500; Цвет: серый; Материал: ЛДСП; Особенности: принтер компактный
1840,1840,s2_853,,Мебель,4700,Подиум выставочный 600х400 белый; матовый круглый МДФ,Тип товара: Подиум выставочный; Габариты: 600х400; Цвет: белый; матовый; Особенности: круглый МДФ
1841,1841,s2_854,,Мебель,14700,Диван офисный чёрный; хром хром; экокожа 2-местный ножк,Тип товара: Диван офисный; Цвет: чёрный; хром; Материал: хром; экокожа; Особенности: 2-местный ножк
1842,1842,s2_855,,Мебель,11400,Перегор 1800х40х1800 дерево ресторан ширма ажур,Тип товара: Перегор; Габариты: 1800х40х1800; Материал: дерево; Особенности: ресторан ширма ажур
1843,1843,s2_856,,Мебель,6900,Стол кухонный 1400х800х750 венге ЛДСП обед,Тип товара: Стол кухонный; Габариты: 1400х800х750; Цвет: венге; Материал: ЛДСП; Особенности: обед
1844,1844,s2_857,,Мебель,11800,Витрина музейн 400х400х400 стекло наст куб,Тип товара: Витрина музейн; Габариты: 400х400х400; Материал: стекло; Особенности: наст куб
1845,1845,s2_858,,Мебель,5400,Тумба под 700х500х650 белый ЛДСП МФУ мобильный колес,Тип товара: Тумба под; Габариты: 700х500х650; Цвет: белый; Материал: ЛДСП; Особенности: МФУ мобильный колес
1846,1846,s2_859,,Мебель,14400,Барная 1500х600х1100 белый ЛДСП стойка офисный кухня,Тип товара: Барная; Габариты: 1500х600х1100; Цвет: белый; Материал: ЛДСП; Особенности: стойка офисный кухня
